placeId,userId,score
4075310, 성훈 조,5
4075310, 성훈 조,5
7748139, 은주 김,5
4050286, 은주 김,4
6208125, 은주 김,3
7618195, ok hyun K,5
9094211,-Max_Park-1,5
1892430,007빵,4
9008441,007빵,5
1196214,007빵,5
1777631,007빵,4
1863015,00oo00oo00,5
9598649,022112267,5
10257940,02261215,5
10805007,0320ELENA,5
10804989,0320ELENA,5
1174982,0720kj,3
7618198,0731suji,4
7776819,0731suji,2
6463321,0731suji,5
4050405,099colly,4
9248879,099colly,4
9326493,099colly,4
3934521,099colly,4
9328727,099colly,5
9273468,099colly,4
9424808,099colly,4
9020606,099colly,5
8937256,099colly,4
9306232,099colly,4
8882287,099colly,4
8924461,099colly,4
9197756,099colly,4
9222934,099colly,4
9341890,099colly,4
9115176,099colly,4
9240042,099colly,4
9081061,099colly,4
9225158,099colly,4
9155821,099colly,4
9007115,099colly,4
8906167,099colly,4
9261286,099colly,5
9079598,099colly,4
9292321,099colly,4
8880714,099colly,5
9338763,099colly,4
9362159,099colly,4
9228531,099colly,4
8902555,099colly,4
9379040,099colly,4
8976267,099colly,5
9127867,099colly,5
9280999,099colly,4
9216059,099colly,4
9281001,099colly,4
9428728,099colly,4
9136176,099colly,4
9064374,099colly,4
9070563,099colly,5
8996001,099colly,4
8968681,099colly,4
9428755,099colly,4
9974988,099colly,4
9424614,099colly,4
9351759,099colly,4
9318683,099colly,4
9241418,099colly,5
4030459,099colly,4
9443798,099colly,4
9072770,099colly,4
8878069,099colly,4
9318265,099colly,4
9380224,099colly,4
9172213,099colly,4
9443798,099colly,4
9106322,099colly,4
9399213,0LoXuM0,5
2693506,0dinodin,5
802853,100QA,5
4073333,101232,5
9223153,101232,5
9370016,101232,5
9152974,101232,5
9373990,101232,5
1070251,101232,5
1140453,101232,5
2224800,101232,5
9435117,101232,5
4072749,101232,5
9088060,101232,5
4070968,101232,5
5122591,101232,5
7748277,101232,5
2173821,101232,5
9402393,101232,5
8877611,101232,5
3934153,101232,5
7097833,101232,5
9398528,101232,3
4030489,101232,5
8838164,101232,5
8958402,101232,5
9222269,101232,5
9228710,101232,5
3944241,101232,5
9109041,101232,5
4795729,101232,5
8135346,101232,5
1196214,101232,5
7234260,101232,3
4747352,101232,5
12097699,101232,5
2390991,103suell,4
8982212,103suell,5
3933542,103suell,5
8990363,103suell,5
8917057,103suell,5
9307657,103suell,4
7748223,103suell,4
9031831,103suell,5
8936330,103suell,5
4078364,103suell,5
9209216,103suell,4
9321799,103suell,5
2172384,103suell,4
9266524,103suell,5
8912578,103suell,5
7007834,103suell,5
9377087,103suell,5
9376958,103suell,5
4074966,103suell,5
9374281,103suell,5
9044667,103suell,5
12826440,103suell,5
1196214,103suell,5
9167887,103suell,5
5021758,104jun,5
5972615,107b,5
1371740,107b,4
11734384,10dave01,5
2228966,10th,5
8721087,10th,5
1777631,110mummy,3
1371740,110mummy,5
7372690,1115SSSSS,4
6463317,112yunjic,5
1196214,113serimk,3
9565154,113serimk,5
4030078,116khriss,1
7808209,116khriss,5
9979865,118가은이,4
3923509,118christinal,5
3923509,118christinal,5
4030420,11alex123,4
14116438,11tia11,3
4033821,122기준박,1
6352912,12345rover,5
1174982,1234Seoul,5
