,placeId,userId,score
2137,592658,Minjin J,5
2138,10720451,Minjin J,5
2139,7891943,Minjin J,5
2140,1046419,Minjin J,5
2141,1169465,Minjin J,5
2142,4798715,Minjoo G,5
2143,1957627,Minjoo G,5
2144,12459260,Minju J,5
2145,4798715,Minjung H,5
2146,1169465,Minjung P,5
2147,324888,Minkyung K,4
2148,1804662,Minkyung K,4
2149,3197992,Minkyung K,4
2150,7892011,Minsoo K,5
2151,6656879,Minsuk Y,3
2152,2194168,Minsun K,5
2153,1862191,Minsun K,5
2154,592506,MintState,3
2155,1862191,Minuit803,5
2156,325043,Minuit803,5
2157,324891,Mira K,1
2158,325043,Mira P,4
2159,2194168,Miyeon J,5
2160,592490,Miyeon J,3
2161,592486,Miyeon J,3
2162,554528,Mmikan,5
2163,592506,Moon G,4
2164,2194168,Moon G,5
2165,324888,Moon G,5
2166,1169465,Moon G,4
2167,554582,Moonkyu K,5
2168,4095685,Moonkyu K,4
2169,1579821,Moonkyu K,5
2170,324951,Moonkyu K,3
2171,2194168,Moonkyu K,3
2172,1379963,Moonkyu K,4
2173,1169465,Moonkyu K,3
2174,592658,Moonkyu K,4
2175,1551271,Moonlight_dance,5
2176,1604009,Moonlight_dance,4
2177,598499,MosesUnderPressure,5
2178,592521,Mr.け,5
2179,1675961,Mr.け,4
2180,2194168,MrErDne,4
2181,2011401,MrsGOM,5
2182,6656879,Munyeong,4
2183,1809989,Munyeong,4
2184,7154928,Munyeong,2
2185,2173769,Munyeong,3
2186,3694539,Munyeong,4
2187,324888,Muyoung K,5
2188,1169465,Myeonghee h,5
2189,324888,Myeonghee h,5
2190,1169465,Myong Cha M,5
2191,4798715,Myounghee H,5
2192,2173769,Myria-Korea,3
2193,6847894,Myria-Korea,5
2194,13086721,Myria-Korea,3
2195,1766551,Myria-Korea,3
2196,3670803,Myria-Korea,3
2197,553546,Myria-Korea,5
2198,1052311,Myria-Korea,5
2199,3322253,Myria-Korea,4
2200,2303919,Myria-Korea,4
2201,590748,Myria-Korea,5
2202,1379963,Myria-Korea,4
2203,6352852,Myria-Korea,5
2204,3901448,Myungja K,5
2205,592495,Myungshin O,4
2206,592521,NCtravelz,5
2207,554537,Na 나,5
2208,553546,Na 나,3
2209,553546,Nabi K,5
2210,609340,Nabi K,5
2211,1957627,Nabi K,5
2212,4095502,Nabi K,5
2213,6671988,Nabi K,5
2214,2194168,Nabi K,3
2215,6847900,Nabi K,5
2216,324907,Nadiria,4
2217,7891946,Nadiria,5
2218,1908282,Nahyun K,5
2219,1842046,NakGeon,4
2220,8693245,Nam Hyuk Y,5
2221,324888,Name N,5
2222,553546,Namwook C,4
2223,2011401,Nana7officefumi,5
2224,324891,Nana8302,4
2225,590748,Narae K,5
2226,1169465,Narae K,4
2227,6847900,Narae K,5
2228,324888,Narae K,4
2229,1766551,Narae K,4
2230,553546,Narae K,4
2231,609340,Narae K,5
2232,592506,Narae K,4
2233,324890,Narae K,4
2234,4095685,Narae K,4
2235,4094861,Narae K,4
2236,2194168,Narae K,4
2237,324891,Narae k,5
2238,6671988,Narae k,5
2239,324907,Narae k,5
2240,592506,Narae k,5
2241,1046419,Narae k,5
2242,553546,Narae k,5
2243,1046419,Nari L,4
2244,1169465,NiceBob,3
2245,3822061,NiceBob,4
2246,325043,NiceBob,4
2247,325043,NiceBob,4
2248,2194168,NiceBob,5
2249,592658,NiceBob,4
2250,592486,NiceBob,4
2251,592506,NiceBob,4
2252,2571660,NiceBob,5
2253,1379963,NiceBob,4
2254,553546,NiceBob,1
2255,2194168,Nina K,5
2256,2194168,Ninano77,5
2257,4094861,Ninano77,5
2258,1552278,NorthRiverBear,2
2259,324891,Nuri K,2
2260,2194168,Nyoky,4
2261,325043,Nyoky,4
2262,592507,OISEAU_K,3
2263,3822061,OZIKYOO,3
2264,3600495,OccidentalAccident,4
2265,1169465,OhJihwan,2
2266,2194168,OhJihwan,4
2267,553546,OhJihwan,4
2268,320359,Oncle_Andre,5
2269,592495,One L,5
2270,1169465,One L,5
2271,2194168,One L,4
2272,554537,Onlymarch,4
2273,324907,Openfo,4
2274,2194168,Openfo,5
2275,554582,Openfo,5
2276,592506,Openfo,4
2277,1169465,Openfo,4
2278,553546,Openfo,4
2279,8123881,Opinion23,5
2280,4438637,Opinion23,5
2281,592441,Opinion23,5
2282,7717516,OrangeType,4
2283,12459260,Orbitalperiod,1
2284,1379963,Orbitalperiod,5
2285,1046419,Orbitalperiod,5
2286,4412686,Orbitalperiod,5
2287,592658,Orbitalperiod,5
2288,2008729,Ossoni,3
2289,554551,Ossoni,2
2290,1552278,OutofRoad,5
2291,6671988,OutofRoad,5
2292,592658,OverjoyM,4
2293,1990451,OverjoyM,5
2294,2173769,OverjoyM,4
2295,1675961,OverjoyM,4
2296,325043,OverjoyM,5
2297,324891,P K,2
2298,2194168,PAYNEss,4
2299,609340,PAYNEss,4
2300,592658,PAYNEss,5
2301,1169465,PAYNEss,4
2302,1758805,PINKSHOW01,3
2303,1046419,PINKSHOW01,4
2304,1957485,PINKSHOW01,4
2305,6570666,PINKSHOW01,3
2306,1579821,PINKSHOW01,4
2307,6656879,PINKSHOW01,4
2308,1804662,PINKSHOW01,4
2309,592484,PINKSHOW01,4
2310,592487,PINKSHOW01,3
2311,1862191,PINKSHOW01,3
2312,6671988,PINKSHOW01,3
2313,1604009,PINKSHOW01,3
2314,554303,PINKSHOW01,4
2315,1836198,PINKSHOW01,4
2316,6656809,PINKSHOW01,4
2317,1946087,PINKSHOW01,4
2318,1958940,PINKSHOW01,4
2319,324951,PINKSHOW01,4
2320,554533,PINKSHOW01,3
2321,592490,PINKSHOW01,4
2322,325043,PINKSHOW01,5
2323,609340,PINKSHOW01,4
2324,1862191,PINKSHOW01,4
2325,592506,PINKSHOW01,4
2326,6570666,PINKSHOW01,3
2327,1960138,PINKSHOW01,4
2328,1766551,PINKSHOW01,3
2329,1957627,PINKSHOW01,4
2330,6352852,PINKSHOW01,4
2331,3808305,PINKSHOW01,3
2332,2194168,PINKSHOW01,4
2333,1379963,PINKSHOW01,4
2334,553213,PINKSHOW01,4
2335,3694405,PINKSHOW01,4
2336,2269012,PINKSHOW01,3
2337,7154750,PINKSHOW01,3
2338,1990451,PINKSHOW01,2
2339,4095502,PINKSHOW01,3
2340,2367771,PINKSHOW01,4
2341,1551271,PINKSHOW01,3
2342,6847894,PINKSHOW01,4
2343,2571660,PINKSHOW01,3
2344,8749178,PINKSHOW01,3
2345,3808315,PINKSHOW01,4
2346,1383393,PINKSHOW01,4
2347,7060833,PINKSHOW01,5
2348,3805521,PINKSHOW01,4
2349,554537,PINKSHOW01,3
2350,9569019,PINKSHOW01,5
2351,4094877,PINKSHOW01,4
2352,324887,PINKSHOW01,4
2353,2457547,PINKSHOW01,3
2354,2476788,PINKSHOW01,3
2355,3694539,PINKSHOW01,4
2356,6847900,PINKSHOW01,4
2357,1552278,PINKSHOW01,3
2358,554582,PINKSHOW01,4
2359,1235392,PINKSHOW01,3
2360,553246,PINKSHOW01,4
2361,561808,PINKSHOW01,3
2362,2011401,PINKSHOW01,4
2363,4094861,PINKSHOW01,4
2364,553246,PINKSHOW01,3
2365,5971975,PINKSHOW01,4
2366,1169465,PINKSHOW01,3
2367,3600495,PINKSHOW01,3
2368,590748,PINKSHOW01,3
2369,3197992,PINKSHOW01,4
2370,3822061,PINKSHOW01,4
2371,1537022,PINKSHOW01,4
2372,4097409,PINKSHOW01,5
2373,1169465,PINKSHOW01,3
2374,554537,PINKSHOW01,5
2375,2341905,PINKSHOW01,3
2376,592520,PINKSHOW01,3
2377,6960656,PINKSHOW01,3
2378,2293590,PINKSHOW01,3
2379,3901164,PINKSHOW01,4
2380,325043,PINKSHOW01,3
2381,3871936,PINKSHOW01,4
2382,2303919,PINKSHOW01,4
2383,4798715,PINKSHOW01,4
2384,592658,PINKSHOW01,4
2385,4095681,PINKSHOW01,4
2386,1962594,PINKSHOW01,4
2387,4094877,PINKSHOW01,4
2388,553546,PINKSHOW01,3
2389,592520,PINKSHOW01,3
2390,1418675,PINKSHOW01,4
2391,3901448,PINKSHOW01,3
2392,4235275,PINKSHOW01,3
2393,7717373,PINKSHOW01,4
2394,2293574,PINKSHOW01,4
2395,2092468,PORhibido,4
2396,1169465,Pablo4196,5
2397,592486,Pan-Bong H,4
2398,2092468,ParaParaQueen,4
2399,7891676,Park I,1
2400,592506,ParkManager_soul,4
2401,8737878,Peach ,5
2402,1169465,Pearl K,3
2403,324888,Pearl K,5
2404,325043,Pearl K,5
2405,553546,Pearl K,3
2406,2194168,Perception0,4
2407,553246,Perception0,4
2408,553546,Perception0,2
2409,2476788,Perception0,4
2410,1946087,Perception0,3
2411,592658,PeterJeong,5
2412,1554603,Project39,5
2413,592506,Project39,2
2414,12339161,Project39,5
2415,320359,Project39,5
2416,324888,Project39,5
2417,553546,Pumchul P,2
2418,1552278,QM11Q,5
2419,324891,Queen3839,4
2420,324888,Queen3839,5
2421,592506,Queen3839,3
2422,553546,Queen3839,4
2423,2194168,Queen3839,4
2424,6671988,Queen3839,5
2425,320359,Queen3839,5
2426,1552278,Queen3839,4
2427,324907,Queen3839,3
2428,10183192,Queen3839,4
2429,1579821,Queen3839,5
2430,1169465,Queen3839,3
2431,8737878,Queen3839,4
2432,1046419,Queen3839,3
2433,554537,Queen3839,4
2434,8842556,Queen3839,5
2435,1958940,RH220,3
2436,324891,ROID H,1
2437,1957627,RRReina,4
2438,592520,RRReina,4
2439,1992546,RRReina,3
2440,4084362,RRReina,5
2441,2457547,RRReina,4
2442,8121688,RRReina,4
2443,4095502,RRReina,4
2444,324888,RUBY K,4
2445,553546,RUBY K,4
2446,1552278,RUBY K,4
2447,2194168,RUBY K,5
2448,1604009,RUBY K,5
2449,561808,RaaaaaY,5
2450,1379963,RaaaaaY,5
2451,1643534,RaaaaaY,4
2452,609340,RaaaaaY,4
2453,1957627,RaaaaaY,4
2454,553546,Rabbit_Doubt,4
2455,3322253,Rabbit_Doubt,5
2456,2194168,Rabbit_Doubt,5
2457,8842556,Rabbit_Doubt,4
2458,3805418,RainyoDay,4
2459,1992546,Ran10,3
2460,8842556,Raonjena78,5
2461,8842556,Raonjena78,4
2462,1379963,Raonjena78,4
2463,592486,Raonjena78,4
2464,4094877,Raonjena78,4
2465,2194168,Rapheee,5
2466,1552278,RaymondKang,5
2467,590748,RaymondKang,4
2468,2194168,RaymondKang,5
2469,2571695,RaymondKang,5
2470,324907,RaymondKang,4
2471,592506,RaymondKang,4
2472,1842046,RaymondKang,4
2473,1478599,RaymondKang,3
2474,4084386,RaymondKang,5
2475,554528,RaymondKang,5
2476,1519813,RaymondKang,5
2477,1046419,RaymondKang,5
2478,1379963,RaymondKang,5
2479,561808,RaymondKang,4
2480,1169465,Realsong,4
2481,324888,Realsong,5
2482,592506,Realsong,3
2483,324891,Realsong,3
2484,1379963,Realsong,4
2485,553546,Realsong,3
2486,1046419,Realsong,3
2487,554528,Realsong,4
2488,554537,Realsong,4
2489,590748,Realsong,3
2490,3805418,Realtripkorea,5
2491,592506,Redboom10,4
2492,554634,Redboom10,4
2493,4094809,Redboom10,4
2494,1957627,Redboom10,4
2495,2194168,Redboom10,4
2496,324888,Redboom10,4
2497,1169465,Redboom10,4
2498,592486,Redboom10,4
2499,6656879,Redboom10,4
2500,324891,Redboom10,4
2501,554303,Redboom10,4
2502,1554603,Redboom10,4
2503,4438505,Redboom10,4
2504,4095657,Redboom10,4
2505,320359,Redboom10,4
2506,6960656,Redboom10,4
2507,553546,Redboom10,3
2508,1604009,Regina718,3
2509,592483,Reinaldo S,4
2510,553546,Richard-Myoungj... L,5
2511,1972740,RioSaito,3
2512,324891,Risa G,1
2513,1046419,Roamingaroundworld,4
2514,324888,Rocket416,5
2515,1643534,Rocket416,5
2516,4798715,Rocket416,4
2517,554537,Rocket416,4
2518,320359,Rocket416,4
2519,598499,Romy870226,4
2520,6570666,Romy870226,4
2521,4084344,Romy870226,5
2522,1908282,Romy870226,4
2523,1551271,Romy870226,5
2524,609340,Romy870226,5
2525,2094166,Romy870226,4
2526,3694519,Romy870226,5
2527,1761206,Romy870226,3
2528,1440196,Romy870226,5
2529,4095685,Romy870226,4
2530,554634,Romy870226,4
2531,1235392,Romy870226,3
2532,1579821,Romy870226,4
2533,3901448,Romy870226,4
2534,2194168,Romy870226,5
2535,1169465,Romy870226,5
2536,554533,Romy870226,5
2537,1552278,Rosiejjang,5
2538,3805568,Rubyeye,5
2539,2015834,RukiLove,4
2540,320359,Ryan3034,5
2541,1552278,Ryan3034,5
2542,1046419,Ryan3034,5
2543,553546,Ryan3034,5
2544,1554603,Ryan3034,5
2545,324888,Ryan3034,5
2546,1169465,Ryan3034,5
2547,2011401,S.H. Y,4
2548,553546,S.LEE321,3
2549,2194168,S.LEE321,3
2550,1379963,S.LEE321,5
2551,592506,S.LEE321,4
2552,2008729,S.LEE321,4
2553,1046419,S.LEE321,4
2554,1169465,S.LEE321,3
2555,598499,S.LEE321,4
2556,8842556,SALTYSUGA,5
2557,1169465,SALTYSUGA,5
2558,1552278,SAM_2011_C,4
2559,554551,SAM_2011_C,3
2560,1958940,SANTANIM,5
2561,6656879,SANTANIM,5
2562,4094861,SANTANIM,5
2563,554537,SANTANIM,5
2564,2203080,SANTANIM,5
2565,324887,SANTANIM,5
2566,2194168,SANTANIM,5
2567,4798711,SANTANIM,5
2568,592495,SANTANIM,4
2569,1552278,SANTANIM,5
2570,324888,SANTANIM,5
2571,592506,SANTANIM,5
2572,1379963,SANTANIM,5
2573,8737878,SEO HA L,5
2574,3822061,SEONHEOUI,5
2575,4097409,SGPTaiTai,5
2576,1552278,SJ_Taz,4
2577,553546,SONG E,4
2578,6656879,SONG E,3
2579,320359,SONG E,5
2580,2194168,SONG E,5
2581,554582,SONG E,5
2582,6847900,SONG E,5
2583,325043,SONG E,5
2584,592490,SONGHEE L,5
2585,1604009,SONGHEE L,3
2586,2008729,SONGHEE L,3
2587,1552278,SONGHEE L,5
2588,1957627,SONGHEE L,5
2589,324891,SONGHEE L,4
2590,8449187,SONGHEE L,5
2591,592486,SONGHEE L,3
2592,2194168,SONGHEE L,5
2593,592495,SONGHEE L,4
2594,592658,SONGHEE L,5
2595,6656809,SOYOUNG K,5
2596,2194168,SOYOUNG K,5
2597,8842556,SOYOUNG K,4
2598,1379963,SU237,4
2599,2203080,SU237,5
2600,2194168,SU237,4
2601,553546,SU237,2
2602,6671988,SU237,5
2603,1766551,SU237,2
2604,6656879,SU237,5
2605,592506,SUKHWANLIM,4
2606,554303,SZ1005,4
2607,1957485,Sam S,4
2608,8737878,Sammy H,5
2609,502576,Sandy L,5
2610,554537,Sang Hoon S,5
2611,7891907,Sang-Hoon L,5
2612,1957627,SangChul H,4
2613,1046419,SangChul H,4
2614,324907,SangChul H,4
2615,1537022,SangChul H,4
2616,590748,SangChul H,2
2617,2476788,SangChul H,4
2618,324891,SangChul H,4
2619,553546,SangChul H,4
2620,1842046,SangChul H,4
2621,1163226,SangChul H,4
2622,7154928,SangChul H,4
2623,1958940,SangChul H,3
2624,13004245,SangChul H,4
2625,2367771,SangChul H,4
2626,324891,Sangho W,3
2627,10779009,Sangkun L,3
2628,3600495,Sangkun L,2
2629,6378743,Sangyong L,4
2630,1046419,Sangyu K,5
2631,2194168,Sehee Y,3
2632,324888,Sehoon S,5
2633,2194168,Sehoon S,5
2634,592506,Sei-Hyun B,5
2635,1766551,Sei-Hyun B,3
2636,8737878,Sei-Hyun B,3
2637,7892136,Sei-Hyun B,4
2638,553546,Selscp,4
2639,1046419,Selscp,5
2640,592506,Selscp,5
2641,554582,Selscp,5
2642,2194168,Selscp,5
2643,324888,Seo Yeong Y,5
2644,1169465,Seo Yeong Y,5
2645,7264066,SeochonBnB,5
2646,1821360,SeochonBnB,4
2647,4094887,SeochonBnB,5
2648,609340,Seohyeong J,4
2649,1379963,Seohyeong J,4
2650,1604009,Seohyeong J,5
2651,3808315,Seohyeong J,4
2652,4084344,Seohyeong J,4
2653,8842556,Seohyeong J,4
2654,1169465,Seohyeong J,4
2655,324888,Seohyeong J,5
2656,3871936,Seohyeong J,4
2657,553546,Seohyeong J,4
2658,3600495,Seohyeong J,4
2659,592495,Seohyeong J,4
2660,554582,Seohyeong J,4
2661,1551271,Seohyeong J,4
2662,1643534,Seohyeong J,4
2663,2571660,Seohyeong J,4
2664,1958940,Seohyeong J,4
2665,1046419,Seohyeong J,4
2666,554551,Seohyeong J,4
2667,554537,Seohyeong J,5
2668,6671988,Seohyeong J,4
2669,592506,Seohyeong J,5
2670,325043,Seohyeong J,4
2671,6847900,Seohyeong J,4
2672,3322253,Seohyeong J,4
2673,1554603,Seohyeong J,4
2674,1766551,Seohyeong J,4
2675,1440196,Seohyeong J,4
2676,1862191,Seohyeong J,4
2677,4798715,Seohyeong J,5
2678,590748,Seohyeong J,4
2679,1957627,Seohyeong J,4
2680,325043,Seon Na G,5
2681,4798711,Seon Na G,4
2682,1766551,Seon Na G,4
2683,320359,Seon Na G,5
2684,2194168,Seon Na G,5
2685,1046419,Seon Na G,4
2686,554528,Seon Na G,3
2687,592506,Seon Na G,4
2688,592658,Seon Na G,5
2689,324888,Seon Na G,5
2690,6847900,Seon Na G,5
2691,4084344,Seon Na G,3
2692,554634,Seon Na G,4
2693,1379963,Seon Na G,4
2694,554537,Seon Na G,5
2695,592486,Seong Hyeon M,3
2696,4798715,Seong Hyeon M,4
2697,6671988,Seong Hyeon M,3
2698,324891,Seong Woo L,1
2699,2008729,Seong Yong C,5
2700,324891,Seong Yong C,5
2701,1643534,Seonjoo J,5
2702,2194168,Seonjoo J,3
2703,554537,Seonjoo J,4
2704,3805413,Seonjoo J,4
2705,2173769,Seoulmate-2,4
2706,592508,Seoulmate-2,4
2707,592523,Seoulmate-2,4
2708,6847900,Seulki Julia O,5
2709,320359,SeungJoon L,4
2710,324888,SeungJoon L,4
2711,554537,SeungJoon L,4
2712,1169465,SeungJoon L,3
2713,1379963,SeungJoon L,4
2714,553546,SeungJoon L,4
2715,2194168,SeungJoon L,3
2716,592658,SeungchulShin,5
2717,4097409,SeungchulShin,4
2718,8449187,SeungchulShin,4
2719,554537,SeungchulShin,4
2720,2194168,Seunghoon N,4
2721,1169465,Seunghoon N,4
2722,553546,Seunghwa H,3
2723,1379963,Seungshik Y,4
2724,2194168,Seungshik Y,4
2725,1046419,Seungshik Y,4
2726,12238654,Seungshik Y,4
2727,554537,Seungshik Y,4
2728,1552278,Seungsik Y,5
2729,2194168,Seyeong J,5
2730,1379963,Seyon C,5
2731,324891,Shinella,5
2732,609340,Shintokki,5
2733,7028432,Shintokki,4
2734,554303,Shintokki,4
2735,592490,Shintokki,5
2736,2571660,Shintokki,4
2737,12335291,Shinyoung J,5
2738,1046419,Shiyun L,5
2739,1046419,Si Hun C,3
2740,1958940,Si Hun C,4
2741,1169465,Si Hun C,4
2742,553546,Si Hun C,3
2743,325043,Si Hun C,4
2744,324888,Si Hun C,3
2745,592506,Si Hun C,4
2746,1379963,Si Hun C,4
2747,1958940,SienaPark,4
2748,1169465,SienaPark,4
2749,592495,SienaPark,4
2750,324888,SienaPark,5
2751,1604009,SienaPark,4
2752,554528,SienaPark,5
2753,1046419,SienaPark,5
2754,1046419,SienaPark,4
2755,590748,SienaPark,5
2756,324907,SienaPark,5
2757,320359,SimonLee88,3
2758,324888,SimonLee88,4
2759,592506,SimonLee88,3
2760,1169465,SimonLee88,3
2761,324891,SimonLee88,2
2762,8842556,Sj K,4
2763,6847900,Sj K,4
2764,1958940,Sji K,5
2765,324888,Skyhigh94,5
2766,324907,Skypark78,5
2767,325043,Skypark78,5
2768,553546,Skypark78,5
2769,8693245,So Young L,5
2770,553546,Sohyun B,1
2771,2571695,Sol Y,5
2772,554582,Somida,4
2773,1169465,Somida,3
2774,3600495,Somida,4
2775,6671988,Somida,4
2776,553546,Somida,3
2777,2194168,Somida,4
2778,324891,Son A,4
2779,1169465,Son A,5
2780,554582,Son A,4
2781,1046419,Son A,3
2782,1552278,Son A,4
2783,8449187,Song Young Y,5
2784,12986927,Song Young Y,3
2785,554537,Song Young Y,5
2786,4084386,Song Young Y,1
2787,2094166,Songjekyll,4
2788,554537,Songmi H,5
2789,2194168,Songmi H,4
2790,324891,Songmi H,4
2791,592658,Songmi H,4
2792,4084386,Sonia_Choi,5
2793,13169763,Soo_in_Seoul,4
2794,598499,Soo_in_Seoul,4
2795,554582,Soohyun P,4
2796,609340,Sooin K,5
2797,1169465,Soojeong P,4
2798,324907,Soojung J,3
2799,1551271,Soojung J,2
2800,1169465,Sooki Y,5
2801,561808,Soonkeum,3
2802,8737878,Sooyun S,5
2803,324891,Sophia C,5
2804,1957485,SoundChoice,5
2805,1804662,SoundChoice,5
2806,8842556,Soyoung P,5
2807,2194168,SoyoungLee,4
2808,2194168,Soysohee,4
2809,1379963,Soysohee,4
2810,324888,Soysohee,5
2811,6656879,SshFanny,5
2812,554582,Stacyk_55,4
2813,3822061,Stacyk_55,4
2814,2094166,Stafin_Kim,4
2815,3808299,Stafin_Kim,3
2816,6847900,Stafin_Kim,3
2817,324888,Stafin_Kim,4
2818,3808303,Stafin_Kim,4
2819,2293568,Stafin_Kim,2
2820,553546,Stafin_Kim,2
2821,6656809,Stafin_Kim,4
2822,2194168,Stafin_Kim,4
2823,1821360,Stafin_Kim,4
2824,3957040,Stafin_Kim,4
2825,8737878,Stan L,5
2826,2194168,StarGold77,3
2827,592486,Stephanie F,5
2828,609340,Stereos,3
2829,4798715,Stereos,3
2830,1551271,Stereos,3
2831,320359,Stereos,3
2832,553546,Stereos,3
2833,4084344,Stereos,3
2834,1554603,Stereos,3
2835,590748,Stereos,3
2836,325043,Stereos,3
2837,8842556,Stereos,3
2838,324890,Stereos,3
2839,1379963,Stereos,3
2840,554634,Stereos,3
2841,2476788,Stereos,4
2842,598499,Stereos,3
2843,592658,Stereos,3
2844,1552278,Stereos,3
2845,1046419,Stereos,3
2846,6847900,Stereos,3
2847,592506,Stereos,3
2848,6671988,Stereos,3
2849,324891,Stereos,3
2850,554582,Stereos,3
2851,1862191,Stereos,3
2852,592495,Stereos,3
2853,1957627,Stereos,3
2854,324887,Stereos,3
2855,1169465,Stereos,3
2856,1604009,Stereos,3
2857,1958940,Stereos,3
2858,554537,Stereos,3
2859,6656879,Stereos,3
2860,554528,Stereos,3
2861,2194168,Stereos,3
2862,3805418,Steven G,4
2863,2341922,Steven G,3
2864,8737878,Su W,5
2865,320359,Su Ye M,5
2866,1862191,Su mi L,5
2867,11772906,Su-hyun S,4
2868,4798711,Subha1126,5
2869,6671988,Subha1126,5
2870,1046419,Subha1126,5
2871,7264107,Subha1126,4
2872,12335291,Sue-hyun K,5
2873,1604009,Sugarありす,5
2874,324888,Sugyeong H,5
2875,6847900,Suhoi,4
2876,324887,Sujin H,5
2877,6656879,Sujin S,5
2878,1046419,Sujin S,5
2879,554537,Sujin S,5
2880,6847900,Sujin S,3
2881,324888,Sujin S,5
2882,8842556,Sujin S,3
2883,1554603,Sujung H,5
2884,1862191,Sujung L,4
2885,324888,Sujung L,5
2886,554582,Suk Yeon K,4
2887,1643534,Sumi J,5
2888,553546,Sun-eun O,5
2889,592486,Sung Chan L,4
2890,1046419,Sung Chan L,4
2891,324887,Sung Chan L,4
2892,3694405,Sung Chan L,4
2893,592506,Sung Chan L,4
2894,554537,Sung Chan L,4
2895,2094166,Sung Chan L,4
2896,1552278,Sung Eun P,5
2897,1957627,Sung Hoon K,4
2898,553546,Sung Hoon K,2
2899,553546,Sung Hoon L,3
2900,592506,Sung Hoon L,2
2901,1169465,Sung Hoon L,5
2902,324891,Sung Hoon L,4
2903,592486,Sung Hoon L,4
2904,1552278,Sung Hoon L,4
2905,324907,Sung Hoon L,4
2906,1379963,Sung Hoon L,4
2907,553213,Sung Jin K,5
2908,12657697,Sung Jung L,4
2909,8693250,Sung Jung L,4
2910,1957627,Sung Jung L,4
2911,7892131,Sung Jung L,4
2912,324888,Sung Min A,4
2913,4798711,Sungeun J,5
2914,325043,Sungeun J,5
2915,592506,Sungeun J,3
2916,554634,Sungeun J,3
2917,7892136,Sungeun J,4
2918,4427522,Sungeun J,5
2919,6656879,Sungeun J,4
2920,553546,Sungeun J,2
2921,1957627,Sungeun J,4
2922,598499,Sungeun J,4
2923,1604009,Sungeun J,2
2924,325043,Sungeun J,5
2925,590748,Sunghen Y,5
2926,6847900,Sunghen Y,5
2927,324888,Sunghen Y,5
2928,2194168,Sunghen Y,4
2929,553546,Sunghen Y,4
2930,1046419,Sunghen Y,5
2931,592487,SunghunKim,5
2932,1169465,SunghunKim,5
2933,2194168,Sungyong0219,5
2934,7154858,Sunkyung K,1
2935,1379963,SunmiK3318,5
2936,2173769,SunmiK3318,4
2937,324888,Sunny s,4
2938,8737878,Sunyou P,3
2939,554537,Sunyoung Y,5
2940,592483,SuprMe,1
2941,592507,SusieROK,5
2942,1552278,Suu M,3
2943,8737878,Sweety K,5
2944,592506,Sy P,4
2945,2194168,Sy Seung P,5
2946,1169465,Sy Seung P,4
2947,553546,Sy Seung P,5
2948,1379963,T8354GWannak,4
2949,1235392,TAEK SEONG O,5
2950,592506,TAEK SEONG O,4
2951,2194168,TAEK SEONG O,4
2952,324888,TAEK SEONG O,5
2953,1831099,TGUSA28,3
2954,2194168,TGUSA28,3
2955,1643534,THE_GREAT_K,5
2956,1831099,THE_GREAT_K,5
2957,4440129,THE_GREAT_K,5
2958,592483,TOMONORI A,4
2959,324890,TOMONORI A,4
2960,2041647,TOMONORI A,5
2961,1831099,TOMONORI A,4
2962,2269012,TOMONORI A,4
2963,2269011,TOMONORI A,4
2964,2293568,TOMONORI A,4
2965,1478599,TOPTEN93,3
2966,1418675,TOPTEN93,3
2967,3600495,TOPTEN93,3
2968,554551,TOPTEN93,3
2969,324907,TOPTEN93,4
2970,1957629,TOPTEN93,2
2971,592484,TOPTEN93,3
2972,561808,TOPTEN93,3
2973,1579821,TOPTEN93,3
2974,7060838,TOPTEN93,4
2975,6960656,TOPTEN93,3
2976,8084014,Tae K,4
2977,324891,Taehong M,5
2978,2194168,Taekap H,3
2979,324888,Taekap H,4
2980,8737878,Taeyoon B,5
2981,554537,Taiwon S,5
2982,4084344,Taiwon S,4
2983,592521,TalTalK,5
2984,2392950,Tam L,5
2985,1842046,TanSS,3
2986,592506,TemieClassy,3
2987,1958940,TemieClassy,4
2988,8822284,Teresa1117,4
2989,554528,Teresa1117,3
2990,1957627,Teresa1117,2
2991,325043,Teresa1117,5
2992,4094861,Teresa1117,5
2993,3694405,Teresa1117,5
2994,554582,Teresa1117,5
2995,592484,TheBob623,4
2996,2203080,TheLadyLuck888,4
2997,2194168,Thrs_H,5
2998,1440196,Tkwon0714,4
2999,1958940,Tmbrm97,3
3000,1169465,Tmbrm97,5
3001,1831099,Tokyo_HGM,5
3002,320359,TomSeoul,5
3003,554537,TomSeoul,3
3004,2194168,TomSeoul,4
3005,609340,TomSeoul,5
3006,1169465,TomSeoul,3
3007,3805580,TomSeoul,4
3008,4440129,TomSeoul,4
3009,1551271,TomSeoul,4
3010,553546,TomSeoul,5
3011,2008729,TongPoo711,3
3012,1379963,Torontonian_in_Daegu,3
3013,1766551,Totothecat,3
3014,3871936,TravelMario64,4
3015,2428773,Traveler190511,4
3016,1643534,Travelerangela,5
3017,1440196,TravelingChef1106,5
3018,325043,TripMember120920162,5
3019,4095498,TripMember120920162,3
3020,7717447,TripMember120920162,5
3021,2293568,TripMember120920162,3
3022,12459260,TripMember120920162,3
3023,554634,TripMember120920162,5
3024,1552278,TripMember120920162,4
3025,592486,TripMember120920162,1
3026,2341887,TripMember120920162,3
3027,554582,TristanKim,5
3028,6732940,TutuPark,4
3029,1379963,U-ni P,5
