placeId,userId,score
308007,Amaia22,4
306130,Amal A,3
1903752,Amalie J,5
7613319,Aman J,4
7905978,Amanda B,4
455446,Amanda F,3
1568154,Amanda J,5
306130,Amanda K,5
3164521,Amanda K,5
299536,Amanda K,4
6556403,Amanda L,3
301253,Amanda N,5
754311,Amanda O,5
7390323,Amanda T,5
299776,Amanda W,5
1653156,Amanda_Ngin,3
622211,Amani A,3
3642712,Amani P,5
306113,AmbaHall,4
7613319,Ambar K,5
2333443,Ambar Q,5
650959,Amber C,5
301253,Amber K,4
2150334,Amber L,4
1392824,Amber L,4
299538,Amber Rose M,4
2571575,Amber_Cheng06,5
306113,Ameera H,5
3858610,Amelia B,5
6476903,Amelia S,4
754311,Amelia T,2
8298699,AmeliaChuaSing,5
299536,AmeliaMx,5
2159977,Amgrsa,4
6876146,Amien H,5
299533,Amir A,3
299776,Amir B,5
3295602,Amir E,4
7619069,Amir E,5
754311,Amir H,1
309826,Amir-wife,5
306114,Amirhossein Kar... A,4
299536,Amit S,5
611304,Amit50,5
1557869,Amit_Jha2014,4
4412263,Amitai2011,5
301815,Amlan R,4
299536,Amnon S,4
301253,Amorgoong,5
299776,AmrAbdallah,5
306168,Amra A,3
299152,AmrendraRus,3
6622669,Amrul Z,4
306130,AmsterdamBusiness,5
2212705,Amy B,3
555275,Amy C,5
2159977,Amy D,5
