class,placeId,score,name_kor,name_eng,location,결과,지번,x,y
restaurants,12907094,5,강창구찹쌀진순대 가산디지털역점,Kang Chang-gu Chapssal Jinsoondae Gasan Digital Station,서울 금천구 가산디지털1로 131,정좌표,,126.881975,37.477079
restaurants,12907154,5,식물원282,Sikmulwon282,서울 강남구 테헤란로83길 44-1,정좌표,,127.056866,37.510457
restaurants,12907266,4,중일가든,Jungil Garden,서울 광진구 아차산로76가길 4,정좌표,,127.107483,37.547505
restaurants,12912779,5,미스터리 양조장,MysterLee Brewing Co.,서울 마포구 독막로 331,정좌표,,126.949373,37.54296
restaurants,12912821,5,해림원,Haerimwon,서울 종로구 삼청로2길 27,정좌표,,126.981373,37.580471
restaurants,12912889,5,미남대게,Minam Crab,서울 서초구 방배천로 12-11,정좌표,,126.983722,37.477547
restaurants,12912921,4,브롱스 강남서초점,Bronx Gangnam Seocho,서울 서초구 강남대로65길 9,정좌표,,127.025056,37.500251
restaurants,12915900,4,Kong Bul Hongdae,Kong Bul Hongdae,서울 345-1 Seogyo-dong Mapo-gu,광역시좌표,,126.977863,37.566412
restaurants,12918310,5,일상별식,Ilsangbyulsik,서울 마포구 홍익로5안길 28,정좌표,,126.921213,37.553609
restaurants,12918332,4,하노덴,Han Oden,서울 은평구 통일로 803-1,정좌표,,126.924269,37.615726
restaurants,12918587,4,Massimo Italian Restaurant,Massimo Italian Restaurant,서울 유스페이스2 A동 2층 209호,광역시좌표,,126.977863,37.566412
restaurants,12918610,5,랄루차 멕시칸 레스토랑,La Lucha Mexican Restaurant,서울 분당구 서현로210번길 17,광역시좌표,,126.977863,37.566412
restaurants,12921769,5,오식야주 육회관,Osikyaju Yukhoegwan,서울 마포구 와우산로17길 11-5,정좌표,,126.922273,37.54996
restaurants,12921779,5,숙녀미용실 카페앤펍,Sooknyo Salon Cafe & Pub,서울 종로구 삼일대로32길 41,정좌표,,126.989297,37.575557
restaurants,12921784,4.5,순수치킨 신사점,Soonsoo Chicken Sinsa,서울 강남구 강남대로156길 31-9,정좌표,,127.021406,37.51908
restaurants,12925535,5,전주 현대옥 상암DMC점,Jeonju Hyudaiok Sangam DMC,서울 마포구 상암산로 76,정좌표,,126.892327,37.57912
restaurants,12925568,5,사월식당,Sawol Sikdang,서울 광진구 자양로4길 12-1,정좌표,,127.086981,37.531408
restaurants,12925653,3,바다회직판장,Bada Hoe Jikpanjang,서울 광진구 동일로22길 70,정좌표,,127.067951,37.54136
restaurants,12928713,5,이태원피자,ItaeWon Halal Pizza,서울 용산구 우사단로10길 28,정좌표,,126.997123,37.533085
restaurants,12932433,4,문장어,Munjangeo,서울 서대문구 연희맛로 14,정좌표,,126.929484,37.566433
restaurants,12932453,4.666666667,스킨푸드 카페 컨셉스토어 가로수길점,Skinfood Cafe Concept Store Garosugil,서울 강남구 압구정로12길 37,정좌표,,127.022934,37.521588
restaurants,12932508,5,엘리멘츠,Elements,서울 강남구 봉은사로 120,정좌표,,127.027259,37.504801
restaurants,12932524,4,짬뽕상회 광화문점,Jjamppong Sanghoe Gwanghwamun,서울 종로구 새문안로5길 19,정좌표,,126.974277,37.57203
restaurants,12937686,5,Baegunbong Buckwheat,Baegunbong Buckwheat,서울 Yoksam-dong 672-37,광역시좌표,,126.977863,37.566412
restaurants,12940260,3,야미캄퐁 본점,Yummy Kampong Main,서울 마포구 동교로32길 5,정좌표,,126.924629,37.560821
restaurants,12940312,4.166666667,매드포갈릭 용산아이파크몰점,Mad For Garlic Yongsan I-Park Mall,서울 용산구 한강대로23길 55,정좌표,,126.964597,37.529633
restaurants,12945706,3.333333333,교동전선생 삼성역점,Gyodong Jeon Seonsaeng Samseong Station,서울 강남구 영동대로86길 6,정좌표,,127.064682,37.507744
restaurants,12945717,3,계동치킨,Gyedong Chicken,서울 강남구 영동대로86길 11,정좌표,,127.065028,37.508089
restaurants,12945768,4.666666667,백곰막걸리&양조장,White Bear Makgeolli Bar & Brewery,서울 강남구 압구정로48길 39,정좌표,,127.037076,37.525948
restaurants,12945783,5,와인슈타인,WineStein,서울 중구 퇴계로8길 93,정좌표,,126.980782,37.55576
restaurants,12945831,4,전주콩뿌리콩나물국밥 한티점,Jeonju Kongppuri Kongnamul Gukbap Hanti,서울 강남구 선릉로64길 7,정좌표,,127.052873,37.497945
restaurants,12945893,5,난장캠프 신사가로수점,Nanjang Camp Sinsa Garosu,서울 강남구 강남대로158길 27,정좌표,,127.02088,37.519508
restaurants,12946012,4,신마포갈매기 온수역점,New Mapo Galmaegi Onsu Station,서울 구로구 부일로1길 26-12,정좌표,,126.821182,37.492229
restaurants,12946037,4.833333333,쿠차라,Cuchara,서울 서초구 서초대로74길 11,정좌표,,127.026901,37.496635
restaurants,12948341,3,만족오향족발 논현점,Manjok Ohyang Jokbal Nonhyeon,서울 강남구 학동로2길 54,정좌표,,127.023494,37.508158
restaurants,12955390,4.333333333,곰대감 DDP점,Gomdaegam DDP,서울 중구 을지로 281,정좌표,,127.009754,37.566981
restaurants,12955504,4,경성양꼬치 여의도점,Kyungsung Yangkkochi Yeouido,서울 영등포구 국회대로74길 20,정좌표,,126.921559,37.529608
restaurants,12958595,3,바이스로이,Viceroy,서울 용산구 이태원로27가길 10,정좌표,,126.994731,37.535137
restaurants,12962534,4.5,스즈란테이,Suzuran Tei,서울 강서구 공항대로 269-15,정좌표,,126.837223,37.559614
restaurants,12962562,4.5,멘야산다이메,Menya sandaime,서울 양천구 목동동로 293,정좌표,,126.87577,37.52819
restaurants,12962593,3,두껍삼 강남직영점,Dukkeopsam Gangnam,서울 서초구 서초대로78길 44,정좌표,,127.028453,37.493809
restaurants,12962701,3.666666667,독도수산,Dokdo Susan,서울 광진구 뚝섬로23길 48,정좌표,,127.066057,37.537192
restaurants,12962714,5,벼락떡볶이,Byeorak Tteokbokki,서울 광진구 광나루로 346,정좌표,,127.068355,37.547986
restaurants,12979419,5,몽키동키,Monkey Donkey,서울 강남구 도산대로23길 7,정좌표,,127.025946,37.51964
restaurants,12979587,4,"Ashley ""American"" Grill and Salad Buffet Restaurant","Ashley ""American"" Grill and Salad Buffet Restaurant",서울 B1 Jongno Tower 6 Jongno 2-ga,광역시좌표,,126.977863,37.566412
restaurants,12980547,4,하노이플레이트,Hanoi Plate,서울 강남구 강남대로 584,정좌표,,127.020625,37.513937
restaurants,12980571,4,라이라이,LaiLai,서울 서대문구 연희로15길 27,정좌표,,126.930438,37.568596
restaurants,12980572,4,레드몬스터,Red Monster,서울 강서구 등촌로 215,정좌표,,126.863247,37.548992
restaurants,12980575,5,모락우동,Morak Udon,서울 강서구 공항대로59가길 23,정좌표,,126.865094,37.551812
restaurants,12980576,4,왕왕,Wang Wang,서울 서대문구 연희맛로 27,정좌표,,126.930316,37.567621
restaurants,12980579,4,섹시한떡볶이 꼬마김밥 등촌점,Sexyhan Tteokbokki Kkomagimbap Deungchon,서울 양천구 목동중앙북로 28,정좌표,,126.86652,37.548068
restaurants,12980590,4.666666667,사이공리,Saigon Lee,서울 동작구 장승배기로19길 16,정좌표,,126.939092,37.508277
restaurants,12992985,4.666666667,브럭시 롯데월드몰점,Bruxie Lotte World Mall,서울 송파구 올림픽로 300,정좌표,,127.103018,37.51306
restaurants,12992996,5,픽유어온샐러드,Pick Your Own Salad,서울 분당구 판교역로 240,광역시좌표,,126.977863,37.566412
restaurants,12993041,3.5,산왕반점 연남동본점,Sanwang Banjeom Yeonnamdong Main,서울 마포구 성미산로 157-4,정좌표,,126.923756,37.564841
restaurants,12993060,4,대한해물 면목점,Daehan Haemul Myeonmok,서울 중랑구 겸재로 215,정좌표,,127.091469,37.58947
restaurants,13001660,5,달파란,Dalparan,서울 송파구 가락로42길 13,정좌표,,127.121206,37.512214
restaurants,13001716,4.666666667,토끼정 대학로점,Tokki Jung Daehangno,서울 종로구 대학로8가길 133,정좌표,,127.003512,37.580102
restaurants,13001909,4,고기다,Gogida,서울 강남구 압구정로18길 25,정좌표,,127.025557,37.523475
restaurants,13006901,3,제형면옥,Jehyung Myeonok,서울 노원구 공릉로65길 16,정좌표,,127.070052,37.635373
restaurants,13008552,4,Joe & The Juice,Joe & The Juice,서울 200 Gyesan-Dong 2-Ga  Hyundai Department Store Daegu,광역시좌표,,126.977863,37.566412
restaurants,13008555,4.285714286,Joe & The Juice,Joe & The Juice,서울 1F 20 Jangchungdan-Ro 13-Gil,광역시좌표,,126.977863,37.566412
restaurants,13009544,4,다미한정식,Dami Hanjeongsik,서울 서초구 서초대로51길 16,정좌표,,127.014455,37.495351
restaurants,13009560,4.333333333,비밀 시그니처,Bmeal Signature,서울 구로구 경인로 662,정좌표,,126.889038,37.508565
restaurants,13009578,4,하나비,Hanabi,서울 마포구 동교로27길 82,정좌표,,126.920265,37.56125
restaurants,13084107,5,Al Choc,Al Choc,서울 1F 257-8Yeonnam-dong Mapo-gu,광역시좌표,,126.977863,37.566412
restaurants,13084170,5,R Gogi,R Gogi,서울 51 Seolleung-Ro 162-Gil Gangnam-Gu,광역시좌표,,126.977863,37.566412
restaurants,13084283,5,와라비키친,Warabi Kitchen,서울 동대문구 회기로25길 4,정좌표,,127.054835,37.590723
restaurants,13084450,3.666666667,허니돈,Heonidun,서울 마포구 월드컵로13길 9,정좌표,,126.909742,37.555585
restaurants,13084554,4.5,브아브아,Boir Boir,서울 중구 퇴계로 197,정좌표,,126.99388,37.561404
restaurants,13085863,4,678 Korean BBQ - Apgujeong Branch,678 Korean BBQ - Apgujeong Branch,서울 13 Eonju-ro 172-gil Gangnam-gu,광역시좌표,,126.977863,37.566412
restaurants,13086842,4,힘센복돼지,Himsen Bok Dwaeji,서울 강동구 천호옛길 66,정좌표,,127.124438,37.534738
restaurants,13107981,3,살루쪼,Saluzzo,서울 강남구 봉은사로57길 6,정좌표,,127.045442,37.511284
restaurants,13108035,5,에덴식당,Eden Dining,서울 영등포구 의사당대로 127,정좌표,,126.926422,37.520264
restaurants,13115450,3.705882353,Halal Guys,Halal Guys,서울 용산구 이태원로 187,정좌표,,126.99477,37.534723
restaurants,13123529,4.909090909,할랄키친,Halal Kitchen,서울 종로구 삼청로 86-4,정좌표,,126.982051,37.583099
restaurants,13123559,4,안동집 손칼국시,Andong Jib Sonkalguksu,서울 동대문구 고산자로36길 3,정좌표,,127.038639,37.579546
restaurants,13123686,3,처가집,Cheogajib,서울 중구 세종대로14길 6-16,정좌표,,126.976821,37.562366
restaurants,13123947,4,숯닭,Sootdak,서울 영등포구 여의대방로69길 7,정좌표,,126.931248,37.519767
restaurants,13123974,4.333333333,대선칼국수,Daeseon Kalguksu,서울 종로구 자하문로4길 6,정좌표,,126.972667,37.577161
restaurants,13127652,4,원당감자탕 인사동점,Wondang Gamjatang Insadong,서울 종로구 인사동5길 20,정좌표,,126.985136,37.572683
restaurants,13127690,5,동대문치킨,Dongdaemun Chicken,서울 종로구 종로 284,정좌표,,127.010146,37.57076
restaurants,13127741,3.875,유가네닭갈비 명동2호점,Yoogane Dakgalbi Myeongdong 2nd,서울 중구 명동4길 8,정좌표,,126.983498,37.563298
restaurants,13127807,4.75,바스버거 서여의도점,Bas Burger West Yeouido,서울 영등포구 국회대로 780,정좌표,,126.919462,37.529859
restaurants,13127814,3,바스버거 역삼점,Bas Burger Yeoksam,서울 강남구 테헤란로26길 10,정좌표,,127.035842,37.499645
restaurants,13127927,5,버거앤프라이즈 홍대1호점,Burger & Friez Hongdae 1st,서울 마포구 신촌로2안길 50,정좌표,,126.92958,37.556532
restaurants,13128012,5,다락방화로구이,Darakbang Hwaro Gui,서울 영등포구 문래로 205,정좌표,,126.905014,37.518283
restaurants,13128021,5,애슐리 청량리롯데백화점,Ashley Cheongnyangni Lotte Dept. Store,서울 동대문구 왕산로 205,정좌표,,127.045573,37.5809
restaurants,13128038,5,수복갈비탕,Subok Galbitang,서울 강서구 마곡중앙로 161-11,정좌표,,126.826702,37.56798
restaurants,13128171,4.333333333,프롬하노이,From Hanoi,서울 마포구 포은로8길 20,정좌표,,126.905859,37.556423
restaurants,13131295,4.647058824,누크 레스토랑,Nook,서울 중구 남대문로 56,정좌표,,126.981927,37.562284
restaurants,13131383,4,나미시부키,Namisibuki,서울 종로구 종로5길 7,정좌표,,126.980546,37.570616
restaurants,13133077,5,Wicked Jjimdak,Wicked Jjimdak,서울 364-16 Seogyo-dong Mapo-gu,광역시좌표,,126.977863,37.566412
restaurants,13137263,4,언니네포차,Eonnine Pocha,서울 송파구 송파대로30길 16,정좌표,,127.119128,37.494592
restaurants,13137279,5,미요시,Miyoshi,서울 용산구 한강대로 366,정좌표,,126.972757,37.550861
restaurants,13137296,5,웍스나인,Woks9,서울 마포구 잔다리로 129,정좌표,,126.912849,37.558307
restaurants,13137390,3,여명,Yeomyeong,서울 마포구 도화길 51,정좌표,,126.950936,37.5421
restaurants,13137425,4.571428571,명랑핫도그 연신내점,Myeongnang Hotdog Yeonsinnae,서울 은평구 연서로29길 8,정좌표,,126.91925,37.618951
restaurants,13137551,3,꼬지사께 영등포점,Kkojisakke Yeongdeungpo,서울 영등포구 영중로4길 28-2,정좌표,,126.90949,37.517712
restaurants,13137609,5,써머레인,Summer Lane,서울 용산구 회나무로26길 43,정좌표,,126.989932,37.538574
restaurants,13137627,4,베이킹스트리트,Baking Street,서울 관악구 당곡길 59,정좌표,,126.927739,37.491424
restaurants,13137721,4,그림버겐,Grimbergen,서울 강남구 도산대로89길 13,정좌표,,127.050748,37.525554
restaurants,13140051,5,Wangbijip Myeongdong,Wangbijip Myeongdong,서울 2F 25-6 Chungmuro 1-ga Jung-gu Seoul,광역시좌표,,126.977863,37.566412
restaurants,13141744,4,진선배떡볶이 신림점,Jin Brother Tteok-bokki,서울 관악구 호암로26가길 12,정좌표,,126.933806,37.470368
restaurants,13141790,4.4,루브리카,Rubrica,서울 중구 소공로 106,정좌표,,126.980154,37.564494
restaurants,13147553,4,폴리스슬라이스하우스브릭오븐피자 파미에스테이션,Paulie's Brick Oven Pizzeria Famille Station,서울 서초구 신반포로 176,정좌표,,127.00321,37.504213
restaurants,13147663,5,성성식당 역삼지점,Seong Seong Sikdang Yeoksam,서울 강남구 테헤란로1길 30,정좌표,,127.027521,37.500289
restaurants,13147696,5,카우리,Kauri,서울 용산구 소월로 322,정좌표,,126.99705,37.539356
restaurants,13153487,5,bbq CHICKEN & BEER,bbq CHICKEN & BEER,서울 NHS Tower 22 Myeongdong 8ga-gil,광역시좌표,,126.977863,37.566412
restaurants,13156035,3.75,익동정육점,Ikdong Jeongyukjeom,서울 종로구 수표로28길 21-5,정좌표,,126.989681,37.573109
restaurants,13156133,4,한끼,One Meal,서울 강남구 압구정로46길 5-10,정좌표,,127.037503,37.527925
restaurants,13156230,5,계림마늘통닭 충무로별관,Kelim Maneul Tongdak Chungmuro Annex,서울 중구 충무로2길 43,정좌표,,126.995508,37.562391
restaurants,13161756,3,McDonalds,McDonalds,서울 Cafe 48-2 Myeongdong 1-ga,광역시좌표,,126.977863,37.566412
restaurants,13161764,4.714285714,만지오네,Mangione,서울 강남구 압구정로80길 31,정좌표,,127.0442,37.524447
restaurants,13161949,4,스노우폭스 여의도점,Snowfox Yeouido,서울 영등포구 의사당대로 127,정좌표,,126.926422,37.520264
restaurants,13161961,5,꽃돼지갤러리 연신내점,Kkot Dwaeji Gallery Yeonsinnae,서울 은평구 연서로29길 14-6,정좌표,,126.918974,37.619237
restaurants,13161965,4,하카타분코,Hakata Bunko,서울 강남구 압구정로 343,정좌표,,127.040087,37.52846
restaurants,13161970,4,장진우식당 갤러리아백화점압구정점,Jang Jinwoo Sikdang Galleria Dept. Store Apgujeong,서울 강남구 압구정로 343,정좌표,,127.040087,37.52846
restaurants,13161983,4,서울털보,Seoul Teolbo,서울 중구 마른내로6길 10,정좌표,,126.995161,37.563794
restaurants,13162025,4,Cafe Soave,Cafe Soave,서울 117 Cheonggyecheon-ro Gwansu-dong Jongno-gu,광역시좌표,,126.977863,37.566412
restaurants,13162225,5,포라보,Pho Labo,서울 종로구 종로10길 21,정좌표,,126.984518,37.56901
restaurants,13163665,3.333333333,Han's Deli Myeongdong,Han's Deli Myeongdong,서울 Myeongdong 10-gil 4F.,광역시좌표,,126.977863,37.566412
restaurants,13165858,5,에일크루,Alecrew Craftbeer Pub,서울 마포구 와우산로37길 7,정좌표,,126.930449,37.5559
restaurants,13165886,5,메이드바이오즈,made by O:Z,서울 마포구 와우산로21길 14,정좌표,,126.923153,37.552491
restaurants,13165924,5,편백미가,Pyeonbaekmiga,서울 서대문구 연희맛로 33,정좌표,,126.93057,37.568011
restaurants,13170389,3.333333333,Tokyo Steak Hongdae,Tokyo Steak Hongdae,서울 Hongdae Point. 2nd Floor. 358-9 Seogyo-dong,광역시좌표,,126.977863,37.566412
restaurants,13172739,5,고고초밥,Gogo Sushi,서울 강남구 테헤란로4길 46,정좌표,,127.030081,37.495562
restaurants,13172794,4.5,사시미,Sashimi,서울 광진구 아차산로33길 23,정좌표,,127.070214,37.541351
restaurants,13188805,4,속초식당,Sokcho Sikdang,서울 용산구 후암로 82,정좌표,,126.976663,37.553192
restaurants,13197958,5,타이로띠,Thai Rotee,서울 Itaewon-ro 20-gil 24,광역시좌표,,126.977863,37.566412
restaurants,13198585,4,에머이 합정점,Emoi Hapjeong,서울 마포구 월드컵로3길 14,정좌표,,126.9114,37.551347
restaurants,13198628,5,모꼬지173,Mokkoji173,서울 용산구 우사단로10길 56,정좌표,,126.99842,37.532565
restaurants,13198701,4,월드오브비어 강남역점,World of Beer Gangnam Station,서울 서초구 강남대로 423,정좌표,,127.025994,37.500304
restaurants,13198717,4.666666667,비가오면 홍대,Biga Omyeon Hongdae,서울 마포구 와우산로29라길 21,정좌표,,126.92691,37.554859
restaurants,13198869,3,금산제면소,Geumsan Jemyeonso,서울 중구 소공로6길 13,정좌표,,126.983731,37.558623
restaurants,13198882,5,고메트리,Gourmet Tree,서울 성동구 금호로 17,정좌표,,127.023962,37.546042
restaurants,13198974,4,Mahanaka,Mahanaka,서울 3f 214-1 Itaewon-ro yongsan-gu Seoul,광역시좌표,,126.977863,37.566412
restaurants,13201200,4.5,사이드쇼,SideShow,서울 강남구 봉은사로 524,정좌표,,127.057175,37.512811
restaurants,13201228,5,홍춘천치즈닭갈비 강남역점,HongChunCheon Spicy Cheese Dakgalbi Gangnam Station,서울 서초구 서초대로77길 9,정좌표,,127.026197,37.498584
restaurants,13201323,4,소메랑,Somerang,서울 송파구 송파대로28길 12,정좌표,,127.119454,37.493739
restaurants,13201352,4,풍년집청국장,Pungnyeon Jib Cheonggukjang,서울 관악구 관악로 104,정좌표,,126.95325,37.474461
restaurants,13201445,4,인기명 강남점,Inkimyung Gangnam,서울 강남구 역삼로3길 10-2,정좌표,,127.031815,37.49445
restaurants,13201545,5,홍중샤브뷔페,Hongjung Shabu Buffet,서울 영등포구 도림로 128-1,정좌표,,126.896738,37.492598
restaurants,13201652,4.5,쏘이동커이,Soi Dongkhoi,서울 마포구 도화길 35,정좌표,,126.949579,37.541187
restaurants,13216317,4,청춘화로,Chungchun Hwaro,서울 송파구 백제고분로7길 39,정좌표,,127.083237,37.510953
restaurants,13216684,3.75,타파스바,Tapas Bar,서울 용산구 이태원로27가길 49,정좌표,,126.992539,37.534866
restaurants,13216875,5,용궁선회수산,Yonggung Seonhoe Susan,서울 광진구 자양로15길 90,정좌표,,127.078803,37.534886
restaurants,13218250,5,스시미토,Sushi Mito,서울 중구 남대문로 117,정좌표,,126.982305,37.567784
restaurants,13218792,5,김과장고깃집,Kim Gwajang Gogitjib,서울 송파구 백제고분로7길 16-13,정좌표,,127.08093,37.509989
restaurants,13218808,1,꼬막태,Kkomaktae,서울 송파구 백제고분로7길 24-28,정좌표,,127.081741,37.509382
restaurants,13222027,4,대관원,Daegwanwon,서울 영등포구 당산로37길 1,정좌표,,126.897904,37.529417
restaurants,13222142,3,시별리 사리원,Sibyullee by Sariwon,서울 종로구 종로3길 17,정좌표,,126.978899,37.570998
restaurants,13222455,5,화곡양꼬치,Hwagok Yangkkochi,서울 강서구 강서로7길 28,정좌표,,126.846172,37.529761
restaurants,13236315,2,카쯔야 홍대점,Katsuya Hongdae,서울 마포구 홍익로 25,정좌표,,126.921971,37.554426
restaurants,13236441,4,회초리,Hoechori,서울 송파구 오금로11길 23-6,정좌표,,127.110116,37.515402
restaurants,13236501,4,빠사삭,Ppasasak,서울 관악구 신림로17길 41,정좌표,,126.936495,37.46886
restaurants,13236531,4,BBQ치킨 안국점,BBQ Chicken Anguk,서울 종로구 창덕궁길 84,정좌표,,126.989391,37.581198
restaurants,13236547,4,블랙스톤 강남점,Black Stone Gangnam,서울 강남구 강남대로106길 23,정좌표,,127.027413,37.503343
restaurants,13236624,4,뱅사오,Vang Sao,서울 마포구 월드컵로14길 50-13,정좌표,,126.913601,37.556431
restaurants,13236825,3,어사출또 건대점,Eosachultto Konkuk Univ.,서울 광진구 아차산로 209,정좌표,,127.066987,37.541488
restaurants,13237039,4,투써스티 탭룸,2 Thirsty Taproom,서울 중구 다동길 30,정좌표,,126.980914,37.567646
restaurants,13275769,5,호와초밥,Howachobap,서울 종로구 종로 258,정좌표,,127.006446,37.570629
restaurants,13279441,3.5,대찬횟집,Daechan Hoetjib,서울 종로구 우정국로2길 10,정좌표,,126.983596,37.569417
restaurants,13282648,3.333333333,찰스숯불김밥 시청점,Charles Sutbul Gimbap City Hall,서울 중구 을지로 6,정좌표,,126.979202,37.565369
restaurants,13282711,4,오매가매,Omae Gamae,서울 중구 퇴계로 188,정좌표,,126.992507,37.560807
restaurants,13282774,4,쓰부,Sseubu,서울 강서구 강서로56가길 63,정좌표,,126.840293,37.562347
restaurants,13282797,4,대가,Dae Ga,서울 강남구 봉은사로4길 24,정좌표,,127.026408,37.503271
restaurants,13288022,4,립밤,Lip Baam,서울 마포구 동교로50길 11,정좌표,,126.926785,37.563634
restaurants,13288106,4,오파스,Opas,서울 마포구 동교로 268,정좌표,,126.925646,37.563299
restaurants,13292833,4.4,레드문,Redmoon,서울 용산구 한남대로20길 41-4,정좌표,,127.009521,37.535019
restaurants,13296652,5,얼큰이불닭발,Eolkeuni Buldakbal,서울 성동구 동일로 241,정좌표,,127.06992,37.553198
restaurants,13305550,4,원조쌈밥집 강남터미널점,Wonjo Ssambap Jib Gangnam Terminal,서울 서초구 신반포로 194,정좌표,,127.007074,37.505381
restaurants,13305734,4,놀부부대찌개&철판구이 김포롯데몰점,Nolboo Budaejjigae & Cheolpan Gui Gimpo Lotte Mall,서울 강서구 하늘길 38,정좌표,,126.802583,37.567062
restaurants,13312188,4,맘스터치 구파발역점,Mom's Touch Gupabal Station,서울 은평구 진관3로 21,정좌표,,126.919168,37.639458
restaurants,13319512,4,려인식당,Ryeoin Sikdang,서울 용산구 신흥로3길 21,정좌표,,126.98591,37.541468
restaurants,13319528,5,본뽀스또 현대백화점목동점,Buon Posto Hyundai Dept. Store Mokdong,서울 양천구 목동동로 257,정좌표,,126.874893,37.527064
restaurants,13319563,3,3대미식가,3dae Misikga,서울 종로구 자하문로1길 28,정좌표,,126.970786,37.576523
restaurants,13319578,5,고깃집,Gogitjib,서울 은평구 갈현로 254-1,정좌표,,126.915944,37.619597
restaurants,13319623,4,야키토리미도리,Yakitori Midori,서울 관악구 관악로14길 6-4,정좌표,,126.952813,37.479026
restaurants,13325174,3,토모,Tomo,서울 광진구 자양로5길 7,정좌표,,127.085315,37.531621
restaurants,13328639,5,모수,Mosu,서울 용산구 이태원로55가길 45,정좌표,,126.999374,37.536492
restaurants,13328720,4,선주가,Sunjuga,서울 강서구 마곡중앙로 161-1,정좌표,,126.827439,37.56787
restaurants,13333640,4,Grill 1492,Grill 1492,서울 2492 Hwanghak-dong,광역시좌표,,126.977863,37.566412
restaurants,13336746,3,Restaurant The Grove,Restaurant The Grove,서울 64 Donggwang-ro 49-gil Seocho-gu,광역시좌표,,126.977863,37.566412
restaurants,13337072,4,Cheongdamgol,Cheongdamgol,서울 19 - 17 Cheongdam-dong,광역시좌표,,126.977863,37.566412
restaurants,13339611,5,잇타이,Eathai,서울 광진구 동일로20길 105,정좌표,,127.069351,37.539777
restaurants,13339616,2,뉴욕야시장 건대입구역점,New York Yasijang Konkuk Univ. Station,서울 광진구 동일로22길 64,정좌표,,127.067666,37.541475
restaurants,13339867,5,랍스타바다 화양점,Lobster Bada Hwayang,서울 광진구 광나루로 374,정좌표,,127.071335,37.547721
restaurants,13339879,3.5,북촌손만두 명동점,Bukchon Son Mandu Myeongdong,서울 중구 명동9길 10,정좌표,,126.985011,37.564347
restaurants,13339892,4,거부식당,The Chef,서울 동작구 노들로 674,정좌표,,126.936887,37.514583
restaurants,13343180,4.666666667,새우잡이김춘배,Shrimper Kim Chun Bae,서울 강남구 테헤란로1길 20,정좌표,,127.027812,37.49967
restaurants,13354630,5,진대감 남부터미널,Jindaegam Nambu Terminal,서울 서초구 효령로55길 39,정좌표,,127.014005,37.48658
restaurants,13354704,5,삼화진대감 강남역삼성타운점,Samhwa Jindaegam Gangnam Station Samsung Town,서울 서초구 서초대로78길 50,정좌표,,127.028662,37.49336
restaurants,13354722,4,사람사는고깃집 김일도 가락점,Saram Saneun Gogitjib Kim Il Do Garak,서울 송파구 송파대로30길 25,정좌표,,127.119863,37.495517
restaurants,13354736,4.5,사람사는고깃집 김일도 야탑점,Saram Saneun Gogitjib Kim Il Do Yatap,서울 분당구 야탑로105번길 13-1,광역시좌표,,126.977863,37.566412
restaurants,13354747,5,오징어마을,Ojingeo Maeul,서울 광진구 동일로22길 49,정좌표,,127.067095,37.541912
restaurants,13354941,5,퍼멘트비,Ferment B,서울 강남구 언주로164길 34-2,정좌표,,127.036168,37.525265
restaurants,13358288,4.5,교토가츠규 삼성오크우드점,Kyoto Katsugyu Samsung Oakwood,서울 강남구 봉은사로 524,정좌표,,127.057175,37.512811
restaurants,13358408,5,하나미치,Hanamachi,서울 강남구 언주로153길 10-6,정좌표,,127.032383,37.523117
restaurants,13367846,4.5,한상에소두마리 건대점,Hansangeh Sodumari Konkuk Univ.,서울 광진구 동일로22길 17,정좌표,,127.065346,37.542475
restaurants,13371850,5,방스만두,Bang's Mandoo,서울 강남구 강남대로78길 12,정좌표,,127.03035,37.494879
restaurants,13372808,5,Joo Ok,Joo Ok,서울 52-7 Seolleung-ro 148-gil Gangnam-gu,광역시좌표,,126.977863,37.566412
restaurants,13375714,4,연하식당,Yeonha Sikdang,서울 영등포구 선유로52길 12,정좌표,,126.899476,37.535613
restaurants,13387846,3.75,페어링6,Pairing6,서울 강남구 압구정로 152,정좌표,,127.026039,37.52556
restaurants,13391776,5,곱창집 이것이곱창이다,Gopchangjib Igeosi Gopchangida,서울 광진구 아차산로31길 27,정좌표,,127.069603,37.542275
restaurants,13391874,4,수수커피 가로수길점,Soosoo Coffee Garosugil,서울 강남구 강남대로154길 24,정좌표,,127.021083,37.51786
restaurants,13391885,4,멘카야 공덕점,Menkaya Gongdeok,서울 마포구 마포대로10길 20,정좌표,,126.954738,37.546927
restaurants,13399756,5,백년시래기 대치점,Baengnyeon Siraegi Daechi,서울 강남구 도곡로63길 31,정좌표,,127.05347,37.499004
restaurants,13399803,4,미스사이공 신도림점,Miss420 Sindorim,서울 구로구 경인로 661,정좌표,,126.88778,37.509481
restaurants,13399872,3,경양식1985,Gyeongyangsik 1985,서울 종로구 종로 1,정좌표,,126.977847,37.570962
restaurants,13412595,3,진시황북어국,Jinsihwang Bugeoguk,서울 마포구 백범로 199,정좌표,,126.952875,37.543442
restaurants,13412607,4.666666667,서커스뮤직,Circus Music,서울 광진구 자양로 86,정좌표,,127.084421,37.535353
restaurants,13412635,4.333333333,치즈어랏,Cheese A Lot,서울 용산구 회나무로 24-1,정좌표,,126.989437,37.539219
